"Age","Athlete","Gold","Date","Date (String)","Country"
"30","Heike Lätzsch","true","2004-08-29","2004-08-29","Germany"
"24","Sonja Lehmann","true","2004-08-29","2004-08-29","Germany"
"28","Brent Livermore","true","2004-08-29","2004-08-29","Australia"
"26","Jesse Mahieu","false","2004-08-29","2004-08-29","Netherlands"
"29","Mechi Margalot","false","2004-08-29","2004-08-29","Argentina"
"26","Michael McCann","true","2004-08-29","2004-08-29","Australia"
"29","Björn Michel","false","2004-08-29","2004-08-29","Germany"
"26","Fátima Moreira de Melo","false","2004-08-29","2004-08-29","Netherlands"
"27","Stephen Mowlam","true","2004-08-29","2004-08-29","Australia"
"26","Eefke Mulder","false","2004-08-29","2004-08-29","Netherlands"
"25","Silke Müller","true","2004-08-29","2004-08-29","Germany"
"31","Vanina Oneto","false","2004-08-29","2004-08-29","Argentina"
"22","Rob Reckers","false","2004-08-29","2004-08-29","Netherlands"
"31","Sascha Reinelt","false","2004-08-29","2004-08-29","Germany"
"24","Fanny Rinne","true","2004-08-29","2004-08-29","Germany"
"27","Marion Rodewald","true","2004-08-29","2004-08-29","Germany"
"27","Ceci Rognoni","false","2004-08-29","2004-08-29","Argentina"
"24","Mariné Russo","false","2004-08-29","2004-08-29","Argentina"
"24","Justus Scharowsky","false","2004-08-29","2004-08-29","Germany"
"24","Maartje Scheepstra","false","2004-08-29","2004-08-29","Netherlands"
"27","Janneke Schopman","false","2004-08-29","2004-08-29","Netherlands"
"24","Grant Schubert","true","2004-08-29","2004-08-29","Australia"
"28","Christian Schulte","false","2004-08-29","2004-08-29","Germany"
"31","Clarinda Sinnige","false","2004-08-29","2004-08-29","Netherlands"
"25","Minke Smabers","false","2004-08-29","2004-08-29","Netherlands"
"26","Jiske Snoeks","false","2004-08-29","2004-08-29","Netherlands"
"28","Ayelén Stepnik","false","2004-08-29","2004-08-29","Argentina"
"24","Taeke Taekema","false","2004-08-29","2004-08-29","Netherlands"
"32","Macha van der Vaart","false","2004-08-29","2004-08-29","Netherlands"
"28","Sander van der Weide","false","2004-08-29","2004-08-29","Netherlands"
"22","Miek van Geenhuizen","false","2004-08-29","2004-08-29","Netherlands"
"26","Lieve van Kessel","false","2004-08-29","2004-08-29","Netherlands"
"22","Klaas Veering","false","2004-08-29","2004-08-29","Netherlands"
"29","Guus Vogels","false","2004-08-29","2004-08-29","Netherlands"
"29","Paola Vukojicic","false","2004-08-29","2004-08-29","Argentina"
"25","Louisa Walter","true","2004-08-29","2004-08-29","Germany"
"23","Tibor Weißenborn","false","2004-08-29","2004-08-29","Germany"
"26","Matt Wells","true","2004-08-29","2004-08-29","Australia"
"22","Timo Weß","false","2004-08-29","2004-08-29","Germany"
"22","Matthias Witthaus","false","2004-08-29","2004-08-29","Germany"
"19","Christopher Zeller","false","2004-08-29","2004-08-29","Germany"
"28","Julia Zwehl","true","2004-08-29","2004-08-29","Germany"
"26","Magdalena Aicega","false","2000-10-01","2000-10-01","Argentina"
"26","Katie Allen","true","2000-10-01","2000-10-01","Australia"
"27","Alyson Annan","true","2000-10-01","2000-10-01","Australia"
"25","Mariela Antoniska","false","2000-10-01","2000-10-01","Argentina"
"22","Inés Arrondo","false","2000-10-01","2000-10-01","Argentina"
"23","Lucha Aymar","false","2000-10-01","2000-10-01","Argentina"
"23","Minke Booij","false","2000-10-01","2000-10-01","Netherlands"
"27","Ageeth Boomgaardt","false","2000-10-01","2000-10-01","Netherlands"
"24","Michael Brennan","false","2000-10-01","2000-10-01","Australia"
"34","Jacques Brinkman","true","2000-10-01","2000-10-01","Netherlands"
"28","Jaap-Derk Buma","true","2000-10-01","2000-10-01","Netherlands"
"24","Adam Commens","false","2000-10-01","2000-10-01","Australia"
"31","Stephen Davies","false","2000-10-01","2000-10-01","Australia"
"24","Teun de Nooijer","true","2000-10-01","2000-10-01","Netherlands"
"25","Julie Deiters","false","2000-10-01","2000-10-01","Netherlands"
"27","Jeroen Delmeé","true","2000-10-01","2000-10-01","Netherlands"
"29","Damon Diletti","false","2000-10-01","2000-10-01","Australia"
"26","Mijntje Donners","false","2000-10-01","2000-10-01","Netherlands"
"33","Lachlan Dreher","false","2000-10-01","2000-10-01","Australia"
"27","Jason Duff","false","2000-10-01","2000-10-01","Australia"
"26","Marten Eikelboom","true","2000-10-01","2000-10-01","Netherlands"
"22","Troy Elder","false","2000-10-01","2000-10-01","Australia"
"29","Jimmy Elmer","false","2000-10-01","2000-10-01","Australia"
"28","Renita Farrell-Garard","true","2000-10-01","2000-10-01","Australia"
"27","María Paz Ferrari","false","2000-10-01","2000-10-01","Argentina"
"28","Anabel Gambero","false","2000-10-01","2000-10-01","Argentina"
"29","Gang Geon-Uk","false","2000-10-01","2000-10-01","South Korea"
"19","Sole García","false","2000-10-01","2000-10-01","Argentina"
"25","Paul Gaudoin","false","2000-10-01","2000-10-01","Australia"
"28","Piet-Hein Geeris","true","2000-10-01","2000-10-01","Netherlands"
"24","Han Hyeong-Bae","false","2000-10-01","2000-10-01","South Korea"
"31","Juliet Haslam","true","2000-10-01","2000-10-01","Australia"
"33","Rechelle Hawkes","true","2000-10-01","2000-10-01","Australia"
"23","Maripi Hernández","false","2000-10-01","2000-10-01","Argentina"
"26","Stephen Holt","false","2000-10-01","2000-10-01","Australia"
"24","Nikki Hudson","true","2000-10-01","2000-10-01","Australia"
"25","Hwang Jong-Hyeon","false","2000-10-01","2000-10-01","South Korea"
"22","Im Jeong-U","false","2000-10-01","2000-10-01","South Korea"
"22","Im Jong-Cheon","false","2000-10-01","2000-10-01","South Korea"
"21","Rachel Imison","true","2000-10-01","2000-10-01","Australia"
"36","Ronald Jansen","true","2000-10-01","2000-10-01","Netherlands"
"29","Erik Jazet","true","2000-10-01","2000-10-01","Netherlands"
"21","Jeon Jong-Gwon","false","2000-10-01","2000-10-01","South Korea"
"27","Jeon Jong-Ha","false","2000-10-01","2000-10-01","South Korea"
"26","Ji Seong-Hwan","false","2000-10-01","2000-10-01","South Korea"
"29","Kim Cheong-Hwan","false","2000-10-01","2000-10-01","South Korea"
"28","Kim Gyeong-Seok","false","2000-10-01","2000-10-01","South Korea"
"23","Kim Jeong-Cheol","false","2000-10-01","2000-10-01","South Korea"
"26","Kim Yong-Bae","false","2000-10-01","2000-10-01","South Korea"
"26","Kim Yun","false","2000-10-01","2000-10-01","South Korea"
"24","Brent Livermore","false","2000-10-01","2000-10-01","Australia"
"25","Bram Lomans","true","2000-10-01","2000-10-01","Netherlands"
"28","Clover Maitland","true","2000-10-01","2000-10-01","Australia"
"21","Laura Maiztegui","false","2000-10-01","2000-10-01","Argentina"
"25","Mechi Margalot","false","2000-10-01","2000-10-01","Argentina"
"29","Karina Masotta","false","2000-10-01","2000-10-01","Argentina"
"30","Claire Mitchell-Taverner","true","2000-10-01","2000-10-01","Australia"
"22","Fátima Moreira de Melo","false","2000-10-01","2000-10-01","Netherlands"
"27","Jenny Morris","true","2000-10-01","2000-10-01","Australia"
"27","Vanina Oneto","false","2000-10-01","2000-10-01","Argentina"
"30","Alison Peek","true","2000-10-01","2000-10-01","Australia"
"28","Triny Powell","true","2000-10-01","2000-10-01","Australia"
"30","Lisa Powell-Carruthers","true","2000-10-01","2000-10-01","Australia"
"28","Jorgelina Rimoldi","false","2000-10-01","2000-10-01","Argentina"
"23","Ceci Rognoni","false","2000-10-01","2000-10-01","Argentina"
"20","Seo Jong-Ho","false","2000-10-01","2000-10-01","South Korea"
"27","Clarinda Sinnige","false","2000-10-01","2000-10-01","Netherlands"
"19","Angie Skirving-Lambert","true","2000-10-01","2000-10-01","Australia"
"26","Hanneke Smabers","false","2000-10-01","2000-10-01","Netherlands"
"21","Minke Smabers","false","2000-10-01","2000-10-01","Netherlands"
"28","Song Seong-Tae","false","2000-10-01","2000-10-01","South Korea"
"26","Daniel Sproule","false","2000-10-01","2000-10-01","Australia"
"32","Jay Stacy","false","2000-10-01","2000-10-01","Australia"
"28","Kate Starre","true","2000-10-01","2000-10-01","Australia"
"24","Ayelén Stepnik","false","2000-10-01","2000-10-01","Argentina"
"26","Margje Teeuwen","false","2000-10-01","2000-10-01","Netherlands"
"28","Carole Thate","false","2000-10-01","2000-10-01","Netherlands"
"30","Daphne Touw","false","2000-10-01","2000-10-01","Netherlands"
"23","Julie Towers","true","2000-10-01","2000-10-01","Australia"
"26","Fleur van de Kieft","false","2000-10-01","2000-10-01","Netherlands"
"26","Dillianne van den Boogaard","false","2000-10-01","2000-10-01","Netherlands"
"28","Macha van der Vaart","false","2000-10-01","2000-10-01","Netherlands"
"24","Sander van der Weide","true","2000-10-01","2000-10-01","Netherlands"
"28","Suzan van der Wielen","false","2000-10-01","2000-10-01","Netherlands"
"32","Wouter van Pelt","true","2000-10-01","2000-10-01","Netherlands"
"26","Diederik van Weel","true","2000-10-01","2000-10-01","Netherlands"
"27","Remco van Wijk","true","2000-10-01","2000-10-01","Netherlands"
"30","Stephan Veen","true","2000-10-01","2000-10-01","Netherlands"
"25","Myrna Veenstra","false","2000-10-01","2000-10-01","Netherlands"
"20","Craig Victory","false","2000-10-01","2000-10-01","Australia"
"25","Guus Vogels","true","2000-10-01","2000-10-01","Netherlands"
"26","Paola Vukojicic","false","2000-10-01","2000-10-01","Argentina"
"22","Matt Wells","false","2000-10-01","2000-10-01","Australia"
"27","Peter Wind","true","2000-10-01","2000-10-01","Netherlands"
"26","Yeo Wun-Gon","false","2000-10-01","2000-10-01","South Korea"
"32","Michael York","false","2000-10-01","2000-10-01","Australia"
"27","Luc Abalo","true","2012-08-12","2012-08-12","France"
"24","William Accambray","true","2012-08-12","2012-08-12","France"
"27","Macarena Aguilar","false","2012-08-12","2012-08-12","Spain"
"29","Nely Alberto","false","2012-08-12","2012-08-12","Spain"
"26","Mirko Alilovic","false","2012-08-12","2012-08-12","Croatia"
"28","Jessica Alonso","false","2012-08-12","2012-08-12","Spain"
"27","Ida Alstad","true","2012-08-12","2012-08-12","Norway"
"29","Vanessa Amorós","false","2012-08-12","2012-08-12","Spain"
"29","Kim Andersson","false","2012-08-12","2012-08-12","Sweden"
"34","Mattias Andersson","false","2012-08-12","2012-08-12","Sweden"
"33","Ivano Balic","false","2012-08-12","2012-08-12","Croatia"
"23","Xavier Barachet","true","2012-08-12","2012-08-12","France"
"25","Sonja Barjaktarovic","false","2012-08-12","2012-08-12","Montenegro"
"32","Andrea Barno","false","2012-08-12","2012-08-12","Spain"
"27","Damir Bicanic","false","2012-08-12","2012-08-12","Croatia"
"32","Karoline Dyhre Breivang","true","2012-08-12","2012-08-12","Norway"
"25","Andela Bulatovic","false","2012-08-12","2012-08-12","Montenegro"
"27","Katarina Bulatovic","false","2012-08-12","2012-08-12","Montenegro"
"29","Denis Buntic","false","2012-08-12","2012-08-12","Croatia"
"39","Mihaela Ciobanu","false","2012-08-12","2012-08-12","Spain"
"33","Verónica Cuadrado","false","2012-08-12","2012-08-12","Spain"
"26","Ivan Cupic","false","2012-08-12","2012-08-12","Croatia"
"35","Didier Dinart","true","2012-08-12","2012-08-12","France"
"33","Dalibor Doder","false","2012-08-12","2012-08-12","Sweden"
"24","Domagoj Duvnjak","false","2012-08-12","2012-08-12","Croatia"
"23","Niclas Ekberg","false","2012-08-12","2012-08-12","Sweden"
"23","Kim Ekdahl du Rietz","false","2012-08-12","2012-08-12","Sweden"
"28","Patricia Elorza","false","2012-08-12","2012-08-12","Spain"
"27","Beatriz Fernández","false","2012-08-12","2012-08-12","Spain"
"32","Begoña Fernández","false","2012-08-12","2012-08-12","Spain"
"35","Jérôme Fernandez","true","2012-08-12","2012-08-12","France"
"26","Marit Malm Frafjord","true","2012-08-12","2012-08-12","Norway"
"34","Bertrand Gille","true","2012-08-12","2012-08-12","France"
"36","Guillaume Gille","true","2012-08-12","2012-08-12","France"
"26","Jakov Gojun","false","2012-08-12","2012-08-12","Croatia"
"27","Kari Aalvik Grimsbø","true","2012-08-12","2012-08-12","Norway"
"30","Michaël Guigou","true","2012-08-12","2012-08-12","France"
"34","Mattias Gustafsson","false","2012-08-12","2012-08-12","Sweden"
"32","Katrine Lunde Haraldsen","true","2012-08-12","2012-08-12","Norway"
"25","Camilla Herrem","true","2012-08-12","2012-08-12","Norway"
"26","Samuel Honrubia","true","2012-08-12","2012-08-12","France"
"27","Zlatko Horvat","false","2012-08-12","2012-08-12","Croatia"
"25","Johan Jakobsson","false","2012-08-12","2012-08-12","Sweden"
"36","Magnus Jernemyr","false","2012-08-12","2012-08-12","Sweden"
"33","Kari Mette Johansen","true","2012-08-12","2012-08-12","Norway"
"27","Guillaume Joli","true","2012-08-12","2012-08-12","France"
"26","Marija Jovanovic","false","2012-08-12","2012-08-12","Montenegro"
"31","Jonas Källman","false","2012-08-12","2012-08-12","Sweden"
"28","Nikola Karabatic","true","2012-08-12","2012-08-12","France"
"36","Daouda Karaboué","true","2012-08-12","2012-08-12","France"
"31","Tobias Karlsson","false","2012-08-12","2012-08-12","Sweden"
"22","Milena Kneževic","false","2012-08-12","2012-08-12","Montenegro"
"26","Marko Kopljar","false","2012-08-12","2012-08-12","Croatia"
"21","Amanda Kurtovic","true","2012-08-12","2012-08-12","Norway"
"31","Blaženko Lackovic","false","2012-08-12","2012-08-12","Croatia"
"30","Jonas Larholm","false","2012-08-12","2012-08-12","Sweden"
"20","Suzana Lazovic","false","2012-08-12","2012-08-12","Montenegro"
"22","Marta López","false","2012-08-12","2012-08-12","Spain"
"36","Venio Losert","false","2012-08-12","2012-08-12","Croatia"
"32","Kristine Lunde-Borgersen","true","2012-08-12","2012-08-12","Norway"
"29","Heidi Løke","true","2012-08-12","2012-08-12","Norway"
"29","Marta Mangué","false","2012-08-12","2012-08-12","Spain"
"24","Carmen Martín","false","2012-08-12","2012-08-12","Spain"
"22","Majda Mehmedovic","false","2012-08-12","2012-08-12","Montenegro"
"24","Radmila Miljanic","false","2012-08-12","2012-08-12","Montenegro"
"32","Daniel Narcisse","true","2012-08-12","2012-08-12","France"
"33","Silvia Navarro","false","2012-08-12","2012-08-12","Spain"
"22","Andreas Nilsson","false","2012-08-12","2012-08-12","Sweden"
"30","Ivan Nincevic","false","2012-08-12","2012-08-12","Croatia"
"27","Tonje Nøstvold","true","2012-08-12","2012-08-12","Norway"
"35","Thierry Omeyer","true","2012-08-12","2012-08-12","France"
"28","Fredrik Petersen","false","2012-08-12","2012-08-12","Sweden"
"31","Eli Pinedo","false","2012-08-12","2012-08-12","Spain"
"32","Bojana Popovic","false","2012-08-12","2012-08-12","Montenegro"
"25","Jova Radicevic","false","2012-08-12","2012-08-12","Montenegro"
"25","Ana Radovic","false","2012-08-12","2012-08-12","Montenegro"
"27","Linn-Kristin Riegelhuth Koren","true","2012-08-12","2012-08-12","Norway"
"36","Maja Savic","false","2012-08-12","2012-08-12","Montenegro"
"25","Johan Sjöstrand","false","2012-08-12","2012-08-12","Sweden"
"27","Gøril Snorroeggen","true","2012-08-12","2012-08-12","Norway"
"28","Cédric Sorhaindo","true","2012-08-12","2012-08-12","France"
"23","Manuel Štrlek","false","2012-08-12","2012-08-12","Croatia"
"28","Linn Jørum Sulland","true","2012-08-12","2012-08-12","Norway"
"31","Igor Vori","false","2012-08-12","2012-08-12","Croatia"
"18","Marina Vukcevic","false","2012-08-12","2012-08-12","Montenegro"
"28","Drago Vukovic","false","2012-08-12","2012-08-12","Croatia"
"33","Ana Ðokic","false","2012-08-12","2012-08-12","Montenegro"
"27","Ragnhild Aamodt","true","2008-08-24","2008-08-24","Norway"
"23","Luc Abalo","true","2008-08-24","2008-08-24","France"
"37","Joël Abati","true","2008-08-24","2008-08-24","France"
"27","An Jeong-Hwa","false","2008-08-24","2008-08-24","South Korea"
"22","Yekaterina Andryushina","false","2008-08-24","2008-08-24","Russia"
"28","Sturla Ásgeirsson","false","2008-08-24","2008-08-24","Iceland"
"24","Arnór Atlason","false","2008-08-24","2008-08-24","Iceland"
"20","Bae Min-Hee","false","2008-08-24","2008-08-24","South Korea"
"38","David Barrufet","false","2008-08-24","2008-08-24","Spain"
"29","Jon Belaustegui","false","2008-08-24","2008-08-24","Spain"
"21","Inna Bliznova","false","2008-08-24","2008-08-24","Russia"
"28","Karoline Dyhre Breivang","true","2008-08-24","2008-08-24","Norway"
"33","Cédric Burdet","true","2008-08-24","2008-08-24","France"
"27","Choi Im-Jeong","false","2008-08-24","2008-08-24","South Korea"
"31","David Davis","false","2008-08-24","2008-08-24","Spain"
"31","Didier Dinart","true","2008-08-24","2008-08-24","France"
"25","Yelena Dmitriyeva","false","2008-08-24","2008-08-24","Russia"
"31","Alberto Entrerríos","false","2008-08-24","2008-08-24","Spain"
"27","Raúl Entrerríos","false","2008-08-24","2008-08-24","Spain"
"31","Jérôme Fernandez","true","2008-08-24","2008-08-24","France"
"22","Marit Malm Frafjord","true","2008-08-24","2008-08-24","Norway"
"29","Rubén Garabaya","false","2008-08-24","2008-08-24","Spain"
"30","Juan García","false","2008-08-24","2008-08-24","Spain"
"25","Logi Geirsson","false","2008-08-24","2008-08-24","Iceland"
"30","Bertrand Gille","true","2008-08-24","2008-08-24","France"
"32","Guillaume Gille","true","2008-08-24","2008-08-24","France"
"35","Olivier Girault","true","2008-08-24","2008-08-24","France"
"23","Kari Aalvik Grimsbø","true","2008-08-24","2008-08-24","Norway"
"26","Michaël Guigou","true","2008-08-24","2008-08-24","France"
"28","Róbert Gunnarsson","false","2008-08-24","2008-08-24","Iceland"
"23","Björgvin Gustavsson","false","2008-08-24","2008-08-24","Iceland"
"26","Snorri Guðjónsson","false","2008-08-24","2008-08-24","Iceland"
"27","Hreiðar Guðmundsson","false","2008-08-24","2008-08-24","Iceland"
"24","Ásgeir Örn Hallgrímsson","false","2008-08-24","2008-08-24","Iceland"
"28","Gro Hammerseng","true","2008-08-24","2008-08-24","Norway"
"28","Katrine Lunde Haraldsen","true","2008-08-24","2008-08-24","Norway"
"32","Heo Sun-Yeong","false","2008-08-24","2008-08-24","South Korea"
"36","José Javier Hombrados","false","2008-08-24","2008-08-24","Spain"
"34","Hong Jeong-Ho","false","2008-08-24","2008-08-24","South Korea"
"28","Ingimundur Ingimundarson","false","2008-08-24","2008-08-24","Iceland"
"31","Sverre Jakobsson","false","2008-08-24","2008-08-24","Iceland"
"29","Kari Mette Johansen","true","2008-08-24","2008-08-24","Norway"
"24","Nikola Karabatic","true","2008-08-24","2008-08-24","France"
"32","Daouda Karaboué","true","2008-08-24","2008-08-24","France"
"31","Anna Kareyeva","false","2008-08-24","2008-08-24","Russia"
"33","Christophe Kempé","true","2008-08-24","2008-08-24","France"
"27","Kim Cha-Yeon","false","2008-08-24","2008-08-24","South Korea"
"27","Kim Nam-Sun","false","2008-08-24","2008-08-24","South Korea"
"19","Kim On-A","false","2008-08-24","2008-08-24","South Korea"
"33","Tonje Larsen","true","2008-08-24","2008-08-24","Norway"
"28","Lee Min-Hui","false","2008-08-24","2008-08-24","South Korea"
"32","Demetrio Lozano","false","2008-08-24","2008-08-24","Spain"
"28","Kristine Lunde-Borgersen","true","2008-08-24","2008-08-24","Norway"
"25","Cristian Malmagro","false","2008-08-24","2008-08-24","Spain"
"26","Yekaterina Marennikova","false","2008-08-24","2008-08-24","Russia"
"25","Mun Pil-Hui","false","2008-08-24","2008-08-24","South Korea"
"28","Daniel Narcisse","true","2008-08-24","2008-08-24","France"
"28","Katja Nyberg","true","2008-08-24","2008-08-24","Norway"
"23","Tonje Nøstvold","true","2008-08-24","2008-08-24","Norway"
"35","Oh Seong-Ok","false","2008-08-24","2008-08-24","South Korea"
"35","Oh Yeong-Ran","false","2008-08-24","2008-08-24","South Korea"
"31","Thierry Omeyer","true","2008-08-24","2008-08-24","France"
"33","Park Jeong-Hui","false","2008-08-24","2008-08-24","South Korea"
"27","Cédric Paty","true","2008-08-24","2008-08-24","France"
"28","Alexander Petersson","false","2008-08-24","2008-08-24","Iceland"
"29","Irina Poltoratskaya","false","2008-08-24","2008-08-24","Russia"
"24","Yelena Polyonova","false","2008-08-24","2008-08-24","Russia"
"23","Lyudmila Postnova","false","2008-08-24","2008-08-24","Russia"
"28","Carlos Prieto","false","2008-08-24","2008-08-24","Spain"
"24","Linn-Kristin Riegelhuth Koren","true","2008-08-24","2008-08-24","Norway"
"26","Albert Rocas","false","2008-08-24","2008-08-24","Spain"
"32","Oksana Romenskaya","false","2008-08-24","2008-08-24","Russia"
"28","Iker Romero","false","2008-08-24","2008-08-24","Spain"
"28","Nataliya Shipilova","false","2008-08-24","2008-08-24","Russia"
"28","Mariya Sidorova","false","2008-08-24","2008-08-24","Russia"
"29","Guðjón Valur Sigurðsson","false","2008-08-24","2008-08-24","Iceland"
"33","Sigfús Sigurðsson","false","2008-08-24","2008-08-24","Iceland"
"23","Gøril Snorroeggen","true","2008-08-24","2008-08-24","Norway"
"23","Song Hai-Rim","false","2008-08-24","2008-08-24","South Korea"
"35","Ólafur Stefánsson","false","2008-08-24","2008-08-24","Iceland"
"29","Inna Suslina","false","2008-08-24","2008-08-24","Russia"
"29","Else-Marthe Sørlie Lybekk","true","2008-08-24","2008-08-24","Norway"
"23","Víctor Tomás","false","2008-08-24","2008-08-24","Spain"
"23","Emiliya Turey","false","2008-08-24","2008-08-24","Russia"
"22","Yana Uskova","false","2008-08-24","2008-08-24","Russia"
"28","Kristine Andersen","true","2004-08-29","2004-08-29","Denmark"
"25","Ivano Balic","true","2004-08-29","2004-08-29","Croatia"
"33","Markus Baur","false","2004-08-29","2004-08-29","Germany"
"22","Anastasiya Borodina","false","2004-08-29","2004-08-29","Ukraine"
"28","Nataliya Borysenko","false","2004-08-29","2004-08-29","Ukraine"
"26","Karen Brødsgaard","true","2004-08-29","2004-08-29","Denmark"
"27","Hanna Burmistrova","false","2004-08-29","2004-08-29","Ukraine"
"23","Mikhail Chipurin","false","2004-08-29","2004-08-29","Russia"
"23","Choi Im-Jeong","false","2004-08-29","2004-08-29","South Korea"
"26","Line Daugaard","true","2004-08-29","2004-08-29","Denmark"
"26","Davor Dominikovic","true","2004-08-29","2004-08-29","Croatia"
"33","Mark Dragunski","false","2004-08-29","2004-08-29","Germany"
"27","Mirza Džomba","true","2004-08-29","2004-08-29","Croatia"
"29","Henning Fritz","false","2004-08-29","2004-08-29","Germany"
"26","Katrine Fruelund","true","2004-08-29","2004-08-29","Denmark"
"32","Slavko Goluža","true","2004-08-29","2004-08-29","Croatia"
"22","Aleksandr Gorbatikov","false","2004-08-29","2004-08-29","Russia"
"34","Vyacheslav Gorpishin","false","2004-08-29","2004-08-29","Russia"
"24","Pascal Hens","false","2004-08-29","2004-08-29","Germany"
"28","Heo Sun-Yeong","false","2004-08-29","2004-08-29","South Korea"
"29","Heo Yeong-Suk","false","2004-08-29","2004-08-29","South Korea"
"29","Iryna Honcharova","false","2004-08-29","2004-08-29","Ukraine"
"28","Rikke Hørlykke","true","2004-08-29","2004-08-29","Denmark"
"32","Im O-Gyeong","false","2004-08-29","2004-08-29","South Korea"
"28","Jan-Olaf Immel","false","2004-08-29","2004-08-29","Germany"
"28","Vitaly Ivanov","false","2004-08-29","2004-08-29","Russia"
"26","Jang So-Hui","false","2004-08-29","2004-08-29","South Korea"
"27","Torsten Jansen","false","2004-08-29","2004-08-29","Germany"
"23","Trine Jensen","true","2004-08-29","2004-08-29","Denmark"
"31","Nikša Kaleb","true","2004-08-29","2004-08-29","Croatia"
"27","Florian Kehrmann","false","2004-08-29","2004-08-29","Germany"
"23","Kim Cha-Yeon","false","2004-08-29","2004-08-29","South Korea"
"30","Kim Hyeon-Ok","false","2004-08-29","2004-08-29","South Korea"
"29","Lotte Kiærskou","true","2004-08-29","2004-08-29","Denmark"
"28","Eduard Koksharov","false","2004-08-29","2004-08-29","Russia"
"31","Aleksey Kostygov","false","2004-08-29","2004-08-29","Russia"
"31","Stefan Kretzschmar","false","2004-08-29","2004-08-29","Germany"
"33","Denis Krivoshlykov","false","2004-08-29","2004-08-29","Russia"
"35","Vasily Kudinov","false","2004-08-29","2004-08-29","Russia"
"30","Oleg Kuleshov","false","2004-08-29","2004-08-29","Russia"
"23","Blaženko Lackovic","true","2004-08-29","2004-08-29","Croatia"
"42","Andrey Lavrov","false","2004-08-29","2004-08-29","Russia"
"24","Lee Gong-Ju","false","2004-08-29","2004-08-29","South Korea"
"29","Lee Sang-Eun","false","2004-08-29","2004-08-29","South Korea"
"28","Nataliya Liapina","false","2004-08-29","2004-08-29","Ukraine"
"28","Venio Losert","true","2004-08-29","2004-08-29","Croatia"
"28","Halyna Markushevska","false","2004-08-29","2004-08-29","Ukraine"
"34","Valter Matoševic","true","2004-08-29","2004-08-29","Croatia"
"27","Petar Metlicic","true","2004-08-29","2004-08-29","Croatia"
"23","Henriette Mikkelsen","true","2004-08-29","2004-08-29","Denmark"
"26","Karin Mortensen","true","2004-08-29","2004-08-29","Denmark"
"24","Mun Gyeong-Ha","false","2004-08-29","2004-08-29","South Korea"
"21","Mun Pil-Hui","false","2004-08-29","2004-08-29","South Korea"
"25","Myeom Bok-Hui","false","2004-08-29","2004-08-29","South Korea"
"22","Louise Bager Nørgaard","true","2004-08-29","2004-08-29","Denmark"
"31","Oh Seong-Ok","false","2004-08-29","2004-08-29","South Korea"
"31","Oh Yeong-Ran","false","2004-08-29","2004-08-29","South Korea"
"35","Klaus-Dieter Petersen","false","2004-08-29","2004-08-29","Germany"
"29","Rikke Petersen-Schmidt","true","2004-08-29","2004-08-29","Denmark"
"30","Sergey Pogorelov","false","2004-08-29","2004-08-29","Russia"
"31","Olena Radchenko","false","2004-08-29","2004-08-29","Ukraine"
"27","Oksana Raikhel","false","2004-08-29","2004-08-29","Ukraine"
"31","Christian Ramota","false","2004-08-29","2004-08-29","Germany"
"26","Aleksey Rastvortsev","false","2004-08-29","2004-08-29","Russia"
"34","Christian Schwarzer","false","2004-08-29","2004-08-29","Germany"
"34","Liudmyla Shevchenko","false","2004-08-29","2004-08-29","Ukraine"
"25","Tetiana Shynkarenko","false","2004-08-29","2004-08-29","Ukraine"
"27","Hanna Siukalo","false","2004-08-29","2004-08-29","Ukraine"
"23","Rikke Skov","true","2004-08-29","2004-08-29","Denmark"
"35","Vlado Šola","true","2004-08-29","2004-08-29","Croatia"
"24","Denis Špoljaric","true","2004-08-29","2004-08-29","Croatia"
"25","Goran Šprem","true","2004-08-29","2004-08-29","Croatia"
"31","Daniel Stephan","false","2004-08-29","2004-08-29","Germany"
"29","Camilla Thomsen","true","2004-08-29","2004-08-29","Denmark"
"32","Dmitry Torgovanov","false","2004-08-29","2004-08-29","Russia"
"24","Josephine Touray","true","2004-08-29","2004-08-29","Denmark"
"29","Olena Tsyhytsia","false","2004-08-29","2004-08-29","Ukraine"
"40","Aleksandr Tuchkin","false","2004-08-29","2004-08-29","Russia"
"26","Maryna Verheliuk","false","2004-08-29","2004-08-29","Ukraine"
"28","Mette Vestergaard","true","2004-08-29","2004-08-29","Denmark"
"27","Frank von Behren","false","2004-08-29","2004-08-29","Germany"
"23","Igor Vori","true","2004-08-29","2004-08-29","Croatia"
"21","Drago Vukovic","true","2004-08-29","2004-08-29","Croatia"
"26","Wu Seon-Hui","false","2004-08-29","2004-08-29","South Korea"
"26","Olena Yatsenko","false","2004-08-29","2004-08-29","Ukraine"
"32","Larysa Zaspa","false","2004-08-29","2004-08-29","Ukraine"
"23","Christian Zeitz","false","2004-08-29","2004-08-29","Germany"
"36","Volker Zerbe","false","2004-08-29","2004-08-29","Germany"
"24","Vedran Zrnic","true","2004-08-29","2004-08-29","Croatia"
"27","Camilla Andersen","true","2000-10-01","2000-10-01","Denmark"
"34","Magnus Andersson","false","2000-10-01","2000-10-01","Sweden"
"25","Beatrix Balogh","false","2000-10-01","2000-10-01","Hungary"
"30","David Barrufet","false","2000-10-01","2000-10-01","Spain"
