"Age","Athlete","Gold","Date","Date (String)","Country"
"34","Debbie Watson","true","2000-10-01","2000-10-01","Australia"
"28","Liz Weekes","true","2000-10-01","2000-10-01","Australia"
"31","Danielle Woodhouse","true","2000-10-01","2000-10-01","Australia"
"25","Taryn Woods","true","2000-10-01","2000-10-01","Australia"
"21","Yury Yatsev","false","2000-10-01","2000-10-01","Russia"
"27","Aleksandr Yeryshov","false","2000-10-01","2000-10-01","Russia"
"26","Marat Zakirov","false","2000-10-01","2000-10-01","Russia"
"29","Predrag Zimonjic","false","2000-10-01","2000-10-01","Serbia and Montenegro"
"31","Irek Zinnurov","false","2000-10-01","2000-10-01","Russia"
"","","false","2012-08-12","2012-08-12","Brazil"
"","","false","2012-08-12","2012-08-12","Brazil"
"","","false","2012-08-12","2012-08-12","Brazil"
"24","Foluke Akinradewo","false","2012-08-12","2012-08-12","United States"
"26","Thiago Alves","false","2012-08-12","2012-08-12","Brazil"
"29","Nikolay Apalikov","true","2012-08-12","2012-08-12","Russia"
"27","Erika Araki","false","2012-08-12","2012-08-12","Japan"
"32","Andrea Bari","false","2012-08-12","2012-08-12","Italy"
"28","Yury Berezhko","true","2012-08-12","2012-08-12","Russia"
"32","Lindsey Berg","false","2012-08-12","2012-08-12","United States"
"31","Emanuele Birarelli","false","2012-08-12","2012-08-12","Italy"
"35","Dante Boninfante","false","2012-08-12","2012-08-12","Italy"
"26","Aleksandr Butko","true","2012-08-12","2012-08-12","Russia"
"23","Tandara Caixeta","true","2012-08-12","2012-08-12","Brazil"
"25","Adenízia da Silva","true","2012-08-12","2012-08-12","Brazil"
"31","Dante","false","2012-08-12","2012-08-12","Brazil"
"30","Nicole Davis","false","2012-08-12","2012-08-12","United States"
"25","Wallace de Souza","false","2012-08-12","2012-08-12","Brazil"
"22","Yukiko Ebata","false","2012-08-12","2012-08-12","Japan"
"32","Fabi","true","2012-08-12","2012-08-12","Brazil"
"27","Fabiana","true","2012-08-12","2012-08-12","Brazil"
"33","Alessandro Fei","false","2012-08-12","2012-08-12","Italy"
"32","Fernandinha","true","2012-08-12","2012-08-12","Brazil"
"35","Giba","false","2012-08-12","2012-08-12","Brazil"
"28","Andrea Giovi","false","2012-08-12","2012-08-12","Italy"
"27","Sergey Grankin","true","2012-08-12","2012-08-12","Russia"
"33","Tayyiba Haneef-Park","false","2012-08-12","2012-08-12","United States"
"25","Christa Harmotto","false","2012-08-12","2012-08-12","United States"
"23","Megan Hodge","false","2012-08-12","2012-08-12","United States"
"24","Destinee Hooker","false","2012-08-12","2012-08-12","United States"
"25","Dmitry Ilyinykh","true","2012-08-12","2012-08-12","Russia"
"29","Kaori Inoue","false","2012-08-12","2012-08-12","Japan"
"28","Pereira de Carvalho Endres Jaque","true","2012-08-12","2012-08-12","Brazil"
"24","Maiko Kano","false","2012-08-12","2012-08-12","Japan"
"30","Taras Khtey","true","2012-08-12","2012-08-12","Russia"
"25","Saori Kimura","false","2012-08-12","2012-08-12","Japan"
"25","Jordan Larson","false","2012-08-12","2012-08-12","United States"
"31","Michal Lasko","false","2012-08-12","2012-08-12","Italy"
"27","Dani Lins","true","2012-08-12","2012-08-12","Brazil"
"36","Luigi Mastrangelo","false","2012-08-12","2012-08-12","Italy"
"24","Maksim Mikhaylov","true","2012-08-12","2012-08-12","Russia"
"25","Tamari Miyashiro","false","2012-08-12","2012-08-12","United States"
"31","Murilo","false","2012-08-12","2012-08-12","Brazil"
"23","Dmitry Musersky","true","2012-08-12","2012-08-12","Russia"
"26","Hitomi Nakamichi","false","2012-08-12","2012-08-12","Japan"
"29","Leandro Neves","false","2012-08-12","2012-08-12","Brazil"
"23","Aleksey Obmochayev","true","2012-08-12","2012-08-12","Russia"
"30","Ai Otomo-Yamamoto","false","2012-08-12","2012-08-12","Japan"
"39","Samuele Papi","false","2012-08-12","2012-08-12","Italy"
"26","Simone Parodi","false","2012-08-12","2012-08-12","Italy"
"30","Paula","true","2012-08-12","2012-08-12","Brazil"
"23","Natália Pereira","true","2012-08-12","2012-08-12","Brazil"
"33","Rodrigão","false","2012-08-12","2012-08-12","Brazil"
"26","Fernanda Rodrigues","true","2012-08-12","2012-08-12","Brazil"
"26","Lucas Saatkamp","false","2012-08-12","2012-08-12","Brazil"
"24","Saori Sakoda","false","2012-08-12","2012-08-12","Japan"
"33","Yuko Sano","false","2012-08-12","2012-08-12","Japan"
"30","Cristian Savani","false","2012-08-12","2012-08-12","Italy"
"39","Danielle Scott-Arruda","false","2012-08-12","2012-08-12","United States"
"29","Sheilla","true","2012-08-12","2012-08-12","Brazil"
"22","Risa Shinnabe","false","2012-08-12","2012-08-12","Japan"
"30","Sidão","false","2012-08-12","2012-08-12","Brazil"
"30","Aleksandr Sokolov","true","2012-08-12","2012-08-12","Russia"
"34","Yoshie Takeshita","false","2012-08-12","2012-08-12","Japan"
"36","Sergey Tetyukhin","true","2012-08-12","2012-08-12","Russia"
"25","Thaísa","true","2012-08-12","2012-08-12","Brazil"
"27","Courtney Thompson","false","2012-08-12","2012-08-12","United States"
"31","Logan Tom","false","2012-08-12","2012-08-12","United States"
"25","Dragan Travica","false","2012-08-12","2012-08-12","Italy"
"27","Aleksandr Volkov","true","2012-08-12","2012-08-12","Russia"
"29","Mai Yamaguchi","false","2012-08-12","2012-08-12","Japan"
"23","Ivan Zaytsev","false","2012-08-12","2012-08-12","Italy"
"32","Robyn Ah Mow-Santos","false","2008-08-24","2008-08-24","United States"
"34","Anderson","false","2008-08-24","2008-08-24","Brazil"
"36","Lloy Ball","true","2008-08-24","2008-08-24","United States"
"24","Yury Berezhko","false","2008-08-24","2008-08-24","Russia"
"28","Lindsey Berg","false","2008-08-24","2008-08-24","United States"
"29","Heather Bown","false","2008-08-24","2008-08-24","United States"
"22","Bruninho","false","2008-08-24","2008-08-24","Brazil"
"31","Carol","true","2008-08-24","2008-08-24","Brazil"
"27","Dante","false","2008-08-24","2008-08-24","Brazil"
"26","Nicole Davis","false","2008-08-24","2008-08-24","United States"
"32","Escadinha","false","2008-08-24","2008-08-24","Brazil"
"28","Fabi","true","2008-08-24","2008-08-24","Brazil"
"23","Fabiana","true","2008-08-24","2008-08-24","Brazil"
"29","Feng Kun","false","2008-08-24","2008-08-24","China"
"38","Fofão","true","2008-08-24","2008-08-24","Brazil"
"32","Gabe Gardner","true","2008-08-24","2008-08-24","United States"
"31","Giba","false","2008-08-24","2008-08-24","Brazil"
"23","Kim Glass","false","2008-08-24","2008-08-24","United States"
"23","Sergey Grankin","false","2008-08-24","2008-08-24","Russia"
"32","Gustavo","false","2008-08-24","2008-08-24","Brazil"
"29","Tayyiba Haneef-Park","false","2008-08-24","2008-08-24","United States"
"26","Kevin Hansen","true","2008-08-24","2008-08-24","United States"
"32","André Heller","false","2008-08-24","2008-08-24","Brazil"
"35","Tom Hoff","true","2008-08-24","2008-08-24","United States"
"24","Pereira de Carvalho Endres Jaque","true","2008-08-24","2008-08-24","Brazil"
"25","Jennifer Joines","false","2008-08-24","2008-08-24","United States"
"38","Vadim Khamuttskikh","false","2008-08-24","2008-08-24","Russia"
"27","Aleksandr Korneyev","false","2008-08-24","2008-08-24","Russia"
"30","Aleksandr Kosaryev","false","2008-08-24","2008-08-24","Russia"
"29","Aleksey Kuleshov","false","2008-08-24","2008-08-24","Russia"
"33","Rich Lambourne","true","2008-08-24","2008-08-24","United States"
"26","David Lee","true","2008-08-24","2008-08-24","United States"
"27","Li Juan","false","2008-08-24","2008-08-24","China"
"27","Liu Yanan","false","2008-08-24","2008-08-24","China"
"21","Ma Yunwen","false","2008-08-24","2008-08-24","China"
"33","Marcelinho","false","2008-08-24","2008-08-24","Brazil"
"24","Mari","true","2008-08-24","2008-08-24","Brazil"
"20","Maksim Mikhaylov","false","2008-08-24","2008-08-24","Russia"
"30","Ryan Millar","true","2008-08-24","2008-08-24","United States"
"27","Murilo","false","2008-08-24","2008-08-24","Brazil"
"29","André Nascimento","false","2008-08-24","2008-08-24","Brazil"
"25","Ogonna Nnamani","false","2008-08-24","2008-08-24","United States"
"22","Aleksey Ostapenko","false","2008-08-24","2008-08-24","Russia"
"26","Paula","true","2008-08-24","2008-08-24","Brazil"
"27","Semyon Poltavsky","false","2008-08-24","2008-08-24","Russia"
"30","Reid Priddy","true","2008-08-24","2008-08-24","United States"
"29","Rodrigão","false","2008-08-24","2008-08-24","Brazil"
"25","Sean Rooney","true","2008-08-24","2008-08-24","United States"
"32","Riley Salmon","true","2008-08-24","2008-08-24","United States"
"24","Samuel","false","2008-08-24","2008-08-24","Brazil"
"25","Sassá","true","2008-08-24","2008-08-24","Brazil"
"35","Danielle Scott-Arruda","false","2008-08-24","2008-08-24","United States"
"25","Sheilla","true","2008-08-24","2008-08-24","Brazil"
"30","Clay Stanley","true","2008-08-24","2008-08-24","United States"
"31","Stacy Sykora","false","2008-08-24","2008-08-24","United States"
"32","Sergey Tetyukhin","false","2008-08-24","2008-08-24","Russia"
"21","Thaísa","true","2008-08-24","2008-08-24","Brazil"
"27","Logan Tom","false","2008-08-24","2008-08-24","United States"
"26","Scott Touzinsky","true","2008-08-24","2008-08-24","United States"
"32","Valeskinha","true","2008-08-24","2008-08-24","Brazil"
"26","Aleksey Verbov","false","2008-08-24","2008-08-24","Russia"
"23","Aleksandr Volkov","false","2008-08-24","2008-08-24","Russia"
"29","Walewska","true","2008-08-24","2008-08-24","Brazil"
"20","Wang Yimei","false","2008-08-24","2008-08-24","China"
"19","Wei Qiuyue","false","2008-08-24","2008-08-24","China"
"27","Kim Willoughby","false","2008-08-24","2008-08-24","United States"
"21","Xu Yunli","false","2008-08-24","2008-08-24","China"
"21","Xue Ming","false","2008-08-24","2008-08-24","China"
"28","Yang Hao","false","2008-08-24","2008-08-24","China"
"28","Zhang Na","false","2008-08-24","2008-08-24","China"
"26","Zhao Ruirui","false","2008-08-24","2008-08-24","China"
"29","Zhou Suhong","false","2008-08-24","2008-08-24","China"
"25","Pavel Abramov","false","2004-08-29","2004-08-29","Russia"
"30","Anderson","true","2004-08-29","2004-08-29","Brazil"
"29","Yevgeniya Artamonova-Estes","false","2004-08-29","2004-08-29","Russia"
"23","Sergey Baranov","false","2004-08-29","2004-08-29","Russia"
"28","Zoila Barros","false","2004-08-29","2004-08-29","Cuba"
"33","Yelena Batukhtina-Tyurina","false","2004-08-29","2004-08-29","Russia"
"19","Rosir Calderon","false","2004-08-29","2004-08-29","Cuba"
"18","Nancy Carrillo","false","2004-08-29","2004-08-29","Cuba"
"25","Matej Cernic","false","2004-08-29","2004-08-29","Italy"
"28","Chen Jing","true","2004-08-29","2004-08-29","China"
"24","Olga Chukanova","false","2004-08-29","2004-08-29","Russia"
"26","Alberto Cisolla","false","2004-08-29","2004-08-29","Italy"
"24","Paolo Cozzi","false","2004-08-29","2004-08-29","Italy"
"23","Dante","true","2004-08-29","2004-08-29","Brazil"
"30","Stanislav Dineykin","false","2004-08-29","2004-08-29","Russia"
"28","Escadinha","true","2004-08-29","2004-08-29","Brazil"
"25","Alessandro Fei","false","2004-08-29","2004-08-29","Italy"
"25","Feng Kun","true","2004-08-29","2004-08-29","China"
"31","Ana Ivis Fernández","false","2004-08-29","2004-08-29","Cuba"
"23","Yekaterina Gamova","false","2004-08-29","2004-08-29","Russia"
"34","Andrea Giani","false","2004-08-29","2004-08-29","Italy"
"27","Giba","true","2004-08-29","2004-08-29","Brazil"
"33","Giovane","true","2004-08-29","2004-08-29","Brazil"
"28","Gustavo","true","2004-08-29","2004-08-29","Brazil"
"28","André Heller","true","2004-08-29","2004-08-29","Brazil"
"28","Aleksey Kazakov","false","2004-08-29","2004-08-29","Russia"
"34","Vadim Khamuttskikh","false","2004-08-29","2004-08-29","Russia"
"22","Taras Khtey","false","2004-08-29","2004-08-29","Russia"
"26","Aleksandr Kosaryev","false","2004-08-29","2004-08-29","Russia"
"25","Aleksey Kuleshov","false","2004-08-29","2004-08-29","Russia"
"24","Li Shan","true","2004-08-29","2004-08-29","China"
"23","Liu Yanan","true","2004-08-29","2004-08-29","China"
"27","Mayvelis Martínez","false","2004-08-29","2004-08-29","Cuba"
"28","Luigi Mastrangelo","false","2004-08-29","2004-08-29","Italy"
"36","Maurício","true","2004-08-29","2004-08-29","Brazil"
"26","Liana Mesa","false","2004-08-29","2004-08-29","Cuba"
"24","Anniara Muñoz","false","2004-08-29","2004-08-29","Cuba"
"30","Nalbert","true","2004-08-29","2004-08-29","Brazil"
"25","André Nascimento","true","2004-08-29","2004-08-29","Brazil"
"32","Olga Nikolayeva","false","2004-08-29","2004-08-29","Russia"
"22","Yaima Ortíz","false","2004-08-29","2004-08-29","Cuba"
"31","Samuele Papi","false","2004-08-29","2004-08-29","Italy"
"32","Damiano Pippi","false","2004-08-29","2004-08-29","Italy"
"26","Yelena Plotnikova","false","2004-08-29","2004-08-29","Russia"
"20","Daimí Ramírez","false","2004-08-29","2004-08-29","Cuba"
"28","Ricardinho","true","2004-08-29","2004-08-29","Brazil"
"25","Rodrigão","true","2004-08-29","2004-08-29","Brazil"
"26","Yumilka Ruíz","false","2004-08-29","2004-08-29","Cuba"
"31","Marta Sánchez","false","2004-08-29","2004-08-29","Cuba"
"33","Andrea Sartoretti","false","2004-08-29","2004-08-29","Italy"
"19","Marina Sheshenina","false","2004-08-29","2004-08-29","Russia"
"27","Ventzislav Simeonov","false","2004-08-29","2004-08-29","Italy"
"26","Lyubov Sokolova-Shashkova","false","2004-08-29","2004-08-29","Russia"
"24","Song Nina","true","2004-08-29","2004-08-29","China"
"25","Irina Tebenikhina","false","2004-08-29","2004-08-29","Russia"
"20","Dulce Téllez","false","2004-08-29","2004-08-29","Cuba"
"28","Sergey Tetyukhin","false","2004-08-29","2004-08-29","Russia"
"29","Yelizaveta Tishchenko","false","2004-08-29","2004-08-29","Russia"
"38","Paolo Tofoli","false","2004-08-29","2004-08-29","Italy"
"34","Konstantin Ushakov","false","2004-08-29","2004-08-29","Russia"
"22","Aleksey Verbov","false","2004-08-29","2004-08-29","Russia"
"28","Valerio Vermiglio","false","2004-08-29","2004-08-29","Italy"
"26","Wang Lina","true","2004-08-29","2004-08-29","China"
"24","Yang Hao","true","2004-08-29","2004-08-29","China"
"26","Andrey Yegorchev","false","2004-08-29","2004-08-29","Russia"
"24","Zhang Na","true","2004-08-29","2004-08-29","China"
"22","Zhang Ping","true","2004-08-29","2004-08-29","China"
"28","Zhang Yuehong","true","2004-08-29","2004-08-29","China"
"22","Zhao Ruirui","true","2004-08-29","2004-08-29","China"
"25","Zhou Suhong","true","2004-08-29","2004-08-29","China"
"23","Tai Aguero","true","2000-10-01","2000-10-01","Cuba"
"25","Yevgeniya Artamonova-Estes","false","2000-10-01","2000-10-01","Russia"
"31","Vladimir Batez","true","2000-10-01","2000-10-01","Serbia and Montenegro"
"29","Yelena Batukhtina-Tyurina","false","2000-10-01","2000-10-01","Russia"
"21","Anastasiya Belikova","false","2000-10-01","2000-10-01","Russia"
"30","Regla Bell","true","2000-10-01","2000-10-01","Cuba"
"25","Slobodan Boškan","true","2000-10-01","2000-10-01","Serbia and Montenegro"
"34","Marco Bracci","false","2000-10-01","2000-10-01","Italy"
"26","Mirko Corsano","false","2000-10-01","2000-10-01","Italy"
"27","Marlenis Costa","true","2000-10-01","2000-10-01","Cuba"
"21","Elisângela","false","2000-10-01","2000-10-01","Brazil"
"21","Alessandro Fei","false","2000-10-01","2000-10-01","Italy"
"27","Ana Ivis Fernández","true","2000-10-01","2000-10-01","Cuba"
"30","Fofão","false","2000-10-01","2000-10-01","Brazil"
"25","Mirka Francis","true","2000-10-01","2000-10-01","Cuba"
"19","Yekaterina Gamova","false","2000-10-01","2000-10-01","Russia"
"34","Andrea Gardini","false","2000-10-01","2000-10-01","Italy"
"25","Aleksandr Gerasimov","false","2000-10-01","2000-10-01","Russia"
"23","Andrija Geric","true","2000-10-01","2000-10-01","Serbia and Montenegro"
"30","Andrea Giani","false","2000-10-01","2000-10-01","Italy"
"22","Lena Godina","false","2000-10-01","2000-10-01","Russia"
"26","Valery Goryushev","false","2000-10-01","2000-10-01","Russia"
"27","Tatyana Gracheva","false","2000-10-01","2000-10-01","Russia"
"30","Pasquale Gravina","false","2000-10-01","2000-10-01","Italy"
"27","Nikola Grbic","true","2000-10-01","2000-10-01","Serbia and Montenegro"
"29","Vladimir Grbic","true","2000-10-01","2000-10-01","Serbia and Montenegro"
"27","Janina","false","2000-10-01","2000-10-01","Brazil"
"28","Karin","false","2000-10-01","2000-10-01","Brazil"
"27","Kátia","false","2000-10-01","2000-10-01","Brazil"
"24","Aleksey Kazakov","false","2000-10-01","2000-10-01","Russia"
"25","Kely","false","2000-10-01","2000-10-01","Brazil"
"30","Vadim Khamuttskikh","false","2000-10-01","2000-10-01","Russia"
"20","Kiki","false","2000-10-01","2000-10-01","Brazil"
"33","Slobodan Kovac","true","2000-10-01","2000-10-01","Serbia and Montenegro"
"21","Aleksey Kuleshov","false","2000-10-01","2000-10-01","Russia"
"28","Leila","false","2000-10-01","2000-10-01","Brazil"
"33","Mireya Luis","true","2000-10-01","2000-10-01","Cuba"
"25","Luigi Mastrangelo","false","2000-10-01","2000-10-01","Italy"
"27","Marco Meoni","false","2000-10-01","2000-10-01","Italy"
"28","Ðula Mešter","true","2000-10-01","2000-10-01","Serbia and Montenegro"
"27","Vasa Mijic","true","2000-10-01","2000-10-01","Serbia and Montenegro"
"21","Ivan Miljkovic","true","2000-10-01","2000-10-01","Serbia and Montenegro"
"28","Yevgeny Mitkov","false","2000-10-01","2000-10-01","Russia"
"27","Nataliya Morozova","false","2000-10-01","2000-10-01","Russia"
"31","Ruslan Olikhver","false","2000-10-01","2000-10-01","Russia"
"27","Samuele Papi","false","2000-10-01","2000-10-01","Italy"
"24","Olga Potashova","false","2000-10-01","2000-10-01","Russia"
"22","Raquel","false","2000-10-01","2000-10-01","Brazil"
"30","Ricarda","false","2000-10-01","2000-10-01","Brazil"
"24","Simone Rosalba","false","2000-10-01","2000-10-01","Italy"
"22","Yumilka Ruíz","true","2000-10-01","2000-10-01","Cuba"
"28","Inessa Sargsyan","false","2000-10-01","2000-10-01","Russia"
"29","Andrea Sartoretti","false","2000-10-01","2000-10-01","Italy"
"29","Ilya Savelyev","false","2000-10-01","2000-10-01","Russia"
"27","Igor Shulepov","false","2000-10-01","2000-10-01","Russia"
"22","Lyubov Sokolova-Shashkova","false","2000-10-01","2000-10-01","Russia"
"24","Sergey Tetyukhin","false","2000-10-01","2000-10-01","Russia"
"25","Yelizaveta Tishchenko","false","2000-10-01","2000-10-01","Russia"
"34","Paolo Tofoli","false","2000-10-01","2000-10-01","Italy"
"25","Regla Torres","true","2000-10-01","2000-10-01","Cuba"
"30","Konstantin Ushakov","false","2000-10-01","2000-10-01","Russia"
"22","Yelena Vasilevskaya","false","2000-10-01","2000-10-01","Russia"
"29","Virna","false","2000-10-01","2000-10-01","Brazil"
"27","Goran Vujevic","true","2000-10-01","2000-10-01","Serbia and Montenegro"
"25","Igor Vušurovic","true","2000-10-01","2000-10-01","Serbia and Montenegro"
"21","Walewska","false","2000-10-01","2000-10-01","Brazil"
"24","Roman Yakovlev","false","2000-10-01","2000-10-01","Russia"
"31","Timo Boll","false","2012-08-12","2012-08-12","Germany"
"23","Ai Fukuhara","false","2012-08-12","2012-08-12","Japan"
"24","Guo Yue","true","2012-08-12","2012-08-12","China"
"27","Sayaka Hirano","false","2012-08-12","2012-08-12","Japan"
"19","Kasumi Ishikawa","false","2012-08-12","2012-08-12","Japan"
"32","Ju Se-Hyeok","false","2012-08-12","2012-08-12","South Korea"
"30","Li Jia Wei","false","2012-08-12","2012-08-12","Singapore"
"23","Ma Long","true","2012-08-12","2012-08-12","China"
"35","O Sang-Eun","false","2012-08-12","2012-08-12","South Korea"
"31","Bastian Steger","false","2012-08-12","2012-08-12","Germany"
"32","Wang Jue Gu","false","2012-08-12","2012-08-12","Singapore"
"29","Yu Seung-Min","false","2012-08-12","2012-08-12","South Korea"
"27","Timo Boll","false","2008-08-24","2008-08-24","Germany"
"27","Dang Ye-Seo","false","2008-08-24","2008-08-24","South Korea"
"21","Feng Tian Wei","false","2008-08-24","2008-08-24","Singapore"
"31","Kim Gyeong-A","false","2008-08-24","2008-08-24","South Korea"
"27","Li Jia Wei","false","2008-08-24","2008-08-24","Singapore"
"31","O Sang-Eun","false","2008-08-24","2008-08-24","South Korea"
"19","Dmitrij Ovtcharov","false","2008-08-24","2008-08-24","Germany"
"26","Park Mi-Yeong","false","2008-08-24","2008-08-24","South Korea"
"23","Christian Süß","false","2008-08-24","2008-08-24","Germany"
"28","Wang Jue Gu","false","2008-08-24","2008-08-24","Singapore"
"25","Yoon Jae-Young","false","2008-08-24","2008-08-24","South Korea"
"26","Yu Seung-Min","false","2008-08-24","2008-08-24","South Korea"
"20","Chen Qi","true","2004-08-29","2004-08-29","China"
"16","Guo Yue","false","2004-08-29","2004-08-29","China"
"27","Kim Gyeong-A","false","2004-08-29","2004-08-29","South Korea"
"24","Kim Hyang-Mi","false","2004-08-29","2004-08-29","North Korea"
"28","Ko Lai Chak","false","2004-08-29","2004-08-29","Hong Kong"
"27","Lee Eun-Sil","false","2004-08-29","2004-08-29","South Korea"
"29","Li Ching","false","2004-08-29","2004-08-29","Hong Kong"
"24","Ma Lin","true","2004-08-29","2004-08-29","China"
"22","Michael Maze","false","2004-08-29","2004-08-29","Denmark"
"23","Niu Jianfeng","false","2004-08-29","2004-08-29","China"
"27","Seog Eun-Mi","false","2004-08-29","2004-08-29","South Korea"
"28","Finn Tugwell","false","2004-08-29","2004-08-29","Denmark"
"20","Wang Hao","false","2004-08-29","2004-08-29","China"
"26","Wang Liqin","false","2004-08-29","2004-08-29","China"
"25","Wang Nan","true","2004-08-29","2004-08-29","China"
"22","Yu Seung-Min","true","2004-08-29","2004-08-29","South Korea"
"31","Chen Jing","false","2000-10-01","2000-10-01","Chinese Taipei"
"30","Patrick Chila","false","2000-10-01","2000-10-01","France"
"31","Jean-Philippe Gatien","false","2000-10-01","2000-10-01","France"
"25","Kim Mu-Gyo","false","2000-10-01","2000-10-01","South Korea"
"20","Sun Jin","false","2000-10-01","2000-10-01","China"
"34","Jan-Ove Waldner","false","2000-10-01","2000-10-01","Sweden"
"22","Wang Liqin","true","2000-10-01","2000-10-01","China"
"25","Yan Sen","true","2000-10-01","2000-10-01","China"
"23","Yang Ying","false","2000-10-01","2000-10-01","China"
"24","Yu Ji-Hye","false","2000-10-01","2000-10-01","South Korea"
"24","Alistair Brownlee","true","2012-08-12","2012-08-12","Great Britain"
"22","Jonny Brownlee","false","2012-08-12","2012-08-12","Great Britain"
"27","Erin Densham","false","2012-08-12","2012-08-12","Australia"
"29","Javier Gómez","false","2012-08-12","2012-08-12","Spain"
"27","Lisa Nordén","false","2012-08-12","2012-08-12","Sweden"
"30","Nicola Spirig","true","2012-08-12","2012-08-12","Switzerland"
"31","Bevan Docherty","false","2008-08-24","2008-08-24","New Zealand"
"22","Vanessa Fernandes","false","2008-08-24","2008-08-24","Portugal"
"27","Jan Frodeno","true","2008-08-24","2008-08-24","Germany"
"23","Emma Moffatt","false","2008-08-24","2008-08-24","Australia"
"27","Emma Snowsill","true","2008-08-24","2008-08-24","Australia"
"33","Simon Whitfield","false","2008-08-24","2008-08-24","Canada"
"34","Kate Allen","true","2004-08-29","2004-08-29","Austria"
"33","Hamish Carter","true","2004-08-29","2004-08-29","New Zealand"
"27","Bevan Docherty","false","2004-08-29","2004-08-29","New Zealand"
"29","Loretta Harrop","false","2004-08-29","2004-08-29","Australia"
"23","Sven Riederer","false","2004-08-29","2004-08-29","Switzerland"
"35","Susan Williams","false","2004-08-29","2004-08-29","United States"
"31","Michellie Jones","false","2000-10-01","2000-10-01","Australia"
"33","Brigitte McMahon","true","2000-10-01","2000-10-01","Switzerland"
"29","Magali Messmer","false","2000-10-01","2000-10-01","Switzerland"
"26","Jan Rehula","false","2000-10-01","2000-10-01","Czech Republic"
"28","Stephan Vuckovic","false","2000-10-01","2000-10-01","Germany"
"25","Simon Whitfield","true","2000-10-01","2000-10-01","Canada"
"23","Dong Dong","true","2012-08-12","2012-08-12","China"
"23","He Wenna","false","2012-08-12","2012-08-12","China"
"26","Huang Shanshan","false","2012-08-12","2012-08-12","China"
"23","Lu Chunlong","false","2012-08-12","2012-08-12","China"
"23","Rosie MacLennan","true","2012-08-12","2012-08-12","Canada"
"23","Dmitry Ushakov","false","2012-08-12","2012-08-12","Russia"
"21","Jason Burnett","false","2008-08-24","2008-08-24","Canada"
"28","Karen Cockburn","false","2008-08-24","2008-08-24","Canada"
"19","Dong Dong","false","2008-08-24","2008-08-24","China"
"19","He Wenna","true","2008-08-24","2008-08-24","China"
"26","Yekaterina Khilko","false","2008-08-24","2008-08-24","Uzbekistan"
"19","Lu Chunlong","true","2008-08-24","2008-08-24","China"
"24","Karen Cockburn","false","2004-08-29","2004-08-29","Canada"
"31","Anna Dogonadze-Lilkendey","true","2004-08-29","2004-08-29","Germany"
"18","Huang Shanshan","false","2004-08-29","2004-08-29","China"
"34","Aleksandr Moskalenko","false","2004-08-29","2004-08-29","Russia"
"26","Yuriy Nikitin","true","2004-08-29","2004-08-29","Ukraine"
"23","Henrik Stehlik","false","2004-08-29","2004-08-29","Germany"
"20","Karen Cockburn","false","2000-10-01","2000-10-01","Canada"
"25","Irina Karavayeva","true","2000-10-01","2000-10-01","Russia"
"30","Aleksandr Moskalenko","true","2000-10-01","2000-10-01","Russia"
"26","Oksana Tsyhulova","false","2000-10-01","2000-10-01","Ukraine"
"21","Mathieu Turgeon","false","2000-10-01","2000-10-01","Canada"
"23","Ji Wallace","false","2000-10-01","2000-10-01","Australia"
"21","Anastasiya Baryshnikova","false","2012-08-12","2012-08-12","Russia"
"25","Sebastian Crismanich","true","2012-08-12","2012-08-12","Argentina"
"18","Aleksey Denisenko","false","2012-08-12","2012-08-12","Russia"
"24","Robelis Despaigne","false","2012-08-12","2012-08-12","Cuba"
"24","María Espinoza","false","2012-08-12","2012-08-12","Mexico"
"25","Helena Fromm","false","2012-08-12","2012-08-12","Germany"
"24","Nicolás García","false","2012-08-12","2012-08-12","Spain"
"22","Joel González","true","2012-08-12","2012-08-12","Spain"
"26","Anne-Caroline Graffe","false","2012-08-12","2012-08-12","France"
"25","Marlene Harnois","false","2012-08-12","2012-08-12","France"
"24","Hou Yuzhuo","false","2012-08-12","2012-08-12","China"
"26","Hwang Gyeong-Seon","true","2012-08-12","2012-08-12","South Korea"
"26","Terrence Jennings","false","2012-08-12","2012-08-12","United States"
"19","Jade Jones","true","2012-08-12","2012-08-12","Great Britain"
"20","Lee Dae-Hun","false","2012-08-12","2012-08-12","South Korea"
"28","Liu Xiaobo","false","2012-08-12","2012-08-12","China"
"20","Milica Mandic","true","2012-08-12","2012-08-12","Serbia"
"21","Paige McPherson","false","2012-08-12","2012-08-12","United States"
"28","Carlo Molfetta","true","2012-08-12","2012-08-12","Italy"
"26","Mohammad Bagheri Motamed","false","2012-08-12","2012-08-12","Iran"
"21","Lutalo Muhammad","false","2012-08-12","2012-08-12","Great Britain"
"19","Oscar Muñoz","false","2012-08-12","2012-08-12","Colombia"
"25","Rohullah Nikpai","false","2012-08-12","2012-08-12","Afghanistan"
"23","Anthony Obame","false","2012-08-12","2012-08-12","Gabon"
"29","Mauro Sarmiento","false","2012-08-12","2012-08-12","Italy"
"21","Chanatip Sonkham","false","2012-08-12","2012-08-12","Thailand"
"19","Nur Tatar","false","2012-08-12","2012-08-12","Turkey"
"23","Servet Tazegül","true","2012-08-12","2012-08-12","Turkey"
"25","Tseng Li-Cheng","false","2012-08-12","2012-08-12","Chinese Taipei"
"25","Wu Jingyu","true","2012-08-12","2012-08-12","China"
